user_id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,cluster
u11190,0.8571428571428571,0.8,0.625,0.7058823529411765,0.3888888888888889,0.7894736842105263,0.6,0.5714285714285714,0.5185185185185185,0.7333333333333333,0.6666666666666666,1.0,0.8545454545454545,0.5,0.625,0.625,0.5925925925925926,0.6515151515151515,0.6,0.4090909090909091,2
u112594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u113081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.6,0.0,0.0,1
u113171,1.0,1.0,0.7,0.4545454545454545,0.7142857142857143,0.7272727272727273,0.8,0.6666666666666666,0.5882352941176471,0.5454545454545454,0.5714285714285714,1.0,0.6296296296296297,0.5454545454545454,0.8333333333333334,0.9473684210526316,0.8333333333333334,0.66,0.7142857142857143,0.5833333333333334,2
u113725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u114867,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.4,0.0,1.0,3
u115487,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0
u115754,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.3333333333333333,0.3333333333333333,0.2,1.0,0.4,0.0,0.5,1.0,0.0,0.25,0.0,0.5,0
u115983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
u116123,1.0,1.0,0.6666666666666666,0.75,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0
u116208,0.5,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.2,0.0,0.5,1
u116955,0.25,1.0,0.1666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.4,0.0,0.3,0.375,0.0,1.0,0.375,0.3333333333333333,0.0,0.0,0.0,0.2222222222222222,0.0,0.1666666666666666,0
u117409,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1
u117621,0.7704918032786885,0.7619047619047619,0.6052631578947368,0.6170212765957447,0.627906976744186,0.6951219512195121,0.6785714285714286,0.6,0.5882352941176471,0.6458333333333334,0.7,0.85,0.8144329896907216,0.5789473684210527,0.7619047619047619,0.9285714285714286,0.5833333333333334,0.8387096774193549,0.5416666666666666,0.6545454545454545,2
u117898,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0
u120391,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.6,0.0,0.5,2
u120392,0.625,0.7272727272727273,1.0,0.8333333333333334,0.8333333333333334,0.875,0.75,1.0,0.85,0.8888888888888888,0.5555555555555556,0.0,0.7692307692307693,0.5,0.75,1.0,1.0,0.8461538461538461,0.5,0.8571428571428571,2
u121618,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0
u121817,0.6666666666666666,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.4,0.0,0.2857142857142857,0.5,0.6,0.0,0.4,0.6666666666666666,0.5,1.0,0.8333333333333334,0.4285714285714285,0.5,0.3333333333333333,3
u124788,0.75,0.5,0.5909090909090909,0.5625,0.7391304347826086,0.7692307692307693,0.6153846153846154,0.8333333333333334,0.5128205128205128,0.7,0.7272727272727273,1.0,0.6333333333333333,0.6470588235294118,0.8571428571428571,0.7857142857142857,0.7272727272727273,0.8,0.8695652173913043,0.6,2
u12617,0.5,0.4285714285714285,0.6851851851851852,0.6515151515151515,0.66,0.5106382978723404,0.6630434782608695,0.7551020408163265,0.5390625,0.6785714285714286,0.78,0.0,0.6923076923076923,0.5614035087719298,0.5806451612903226,0.7096774193548387,0.7424242424242424,0.7706422018348624,0.7741935483870968,0.6477272727272727,2
u1271,0.8391959798994975,0.8444444444444444,0.7631578947368421,0.76,0.7083333333333334,0.8426966292134831,0.8275862068965517,0.8461538461538461,0.6981132075471698,0.4583333333333333,0.8068965517241379,0.925,0.8661417322834646,0.6363636363636364,0.7636363636363637,0.8,0.7333333333333333,0.8393782383419689,0.65,0.7714285714285715,2
u131825,0.6666666666666666,0.6170212765957447,0.5887850467289719,0.6829268292682927,0.6458333333333334,0.5813953488372093,0.71875,0.4893617021276595,0.6039603960396039,0.7446808510638298,0.5625,0.8571428571428571,0.7450980392156863,0.5454545454545454,0.6363636363636364,0.8095238095238095,0.6339285714285714,0.7435897435897436,0.4666666666666667,0.6666666666666666,2
u132350,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.25,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0
u132648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
u132789,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.75,0.0,0.25,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.4,0.0,0.2,0
u133683,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1
u1350,0.7102922490470139,0.6615384615384615,0.6877470355731226,0.6374501992031872,0.6413373860182371,0.6113821138211382,0.738359201773836,0.7846715328467153,0.6629422718808193,0.7128712871287128,0.6473029045643154,0.7608695652173914,0.8300653594771242,0.5652173913043478,0.7941888619854721,0.755072463768116,0.6847826086956522,0.7589519650655022,0.7005649717514124,0.7155688622754491,2
u135309,1.0,0.0,0.6666666666666666,0.8,0.4285714285714285,0.0,0.6666666666666666,1.0,0.6,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666,0.0,0.625,0.0,0.6666666666666666,2
u135328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u136107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
u136392,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
u136909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u138204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1
u139713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u140116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u140337,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.75,1.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.6,0.0,0.0,2
u140463,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.4,0.0,1.0,3
u141784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
u142648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,1
u143508,0.6,0.75,0.6,0.6,0.6956521739130435,0.5,0.9166666666666666,0.875,0.5769230769230769,0.7333333333333333,0.5454545454545454,1.0,0.76,0.5294117647058824,0.5,0.7272727272727273,0.7368421052631579,0.7575757575757576,0.8181818181818182,0.6666666666666666,2
u143603,0.7,1.0,0.5555555555555556,0.4615384615384615,0.8,0.6,0.6,0.6666666666666666,0.6363636363636364,0.9,0.375,0.8333333333333334,0.8787878787878788,0.5,0.5454545454545454,0.75,0.875,0.5,0.0,0.7692307692307693,2
u144840,1.0,0.8333333333333334,0.8,1.0,0.5555555555555556,0.625,1.0,0.0,0.6923076923076923,0.6666666666666666,0.7,1.0,0.6666666666666666,0.625,0.75,0.0,1.0,0.625,0.0,0.5,2
u146245,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
u147391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
u147874,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.5,0
u148368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
u148733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,1
u149203,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.8,1.0,0.7142857142857143,0.5,0.75,1.0,0.5,0.4,0.0,0.4,2
u150162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,1
u150307,0.75,1.0,0.75,0.8461538461538461,0.8235294117647058,0.5625,0.8148148148148148,0.8235294117647058,0.6666666666666666,0.7894736842105263,0.85,1.0,0.9545454545454546,0.8,0.8181818181818182,0.9615384615384616,0.6842105263157895,0.8367346938775511,0.8529411764705882,0.6521739130434783,2
u150308,0.5555555555555556,0.2,0.6666666666666666,0.6530612244897959,0.775,0.6190476190476191,0.6111111111111112,0.7894736842105263,0.6666666666666666,0.5714285714285714,0.5,1.0,0.6296296296296297,0.53125,0.5555555555555556,1.0,0.8095238095238095,0.6521739130434783,0.8,0.5892857142857143,2
u151285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
u15163,0.7954545454545454,0.7222222222222222,0.7536231884057971,0.654320987654321,0.7947019867549668,0.7413394919168591,0.7306273062730627,0.7682403433476395,0.7494407158836689,0.7744360902255639,0.734375,0.6666666666666666,0.8025210084033614,0.7933579335793358,0.6987951807228916,0.7292576419213974,0.8,0.7981651376146789,0.7472527472527473,0.7095435684647303,2
u15170,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
u152315,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.4,1.0,0.5714285714285714,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.25,0
u153068,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.4,0.0,0.5,3
u153926,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1
u154031,0.6666666666666666,0.5833333333333334,0.625,0.4117647058823529,0.5555555555555556,0.5,0.6190476190476191,0.7619047619047619,0.7241379310344828,0.5,0.4107142857142857,0.5909090909090909,0.7520661157024794,0.6363636363636364,0.5952380952380952,0.6904761904761905,0.9090909090909092,0.5959595959595959,0.6756756756756757,0.52,2
u154170,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2
u154598,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0
u15592,0.0,0.75,0.7777777777777778,0.5217391304347826,0.6060606060606061,0.7,0.6333333333333333,0.6,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.0,0.6896551724137931,0.3636363636363636,0.6923076923076923,0.6190476190476191,0.6470588235294118,0.5135135135135135,0.631578947368421,0.5526315789473685,2
u159922,0.8,0.0,0.3333333333333333,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.4,0.0,0.3333333333333333,1.0,1.0,0.0,0.5,0.0,1.0,0.1666666666666666,3
u160069,0.5,1.0,0.8,0.6,0.4285714285714285,0.4285714285714285,0.7857142857142857,0.6,0.625,0.6666666666666666,0.8333333333333334,1.0,0.7857142857142857,1.0,0.75,0.7142857142857143,0.5,0.5789473684210527,1.0,0.6,2
u160645,0.6941176470588235,0.6506024096385542,0.6666666666666666,0.65625,0.6212121212121212,0.5394736842105263,0.7844036697247706,0.6629213483146067,0.5932203389830508,0.6329113924050633,0.6911764705882353,0.8034188034188035,0.8014888337468983,0.4833333333333333,0.722972972972973,0.8041958041958042,0.7777777777777778,0.7440585009140768,0.7846153846153846,0.6293103448275862,2
u160669,1.0,1.0,0.4444444444444444,0.0,0.0,0.4,1.0,1.0,0.2,0.3333333333333333,0.0,0.0,0.4,0.3333333333333333,1.0,1.0,0.0,0.1666666666666666,1.0,0.6666666666666666,2
u161686,0.7105263157894737,0.782608695652174,0.8823529411764706,0.8,0.6,0.6774193548387096,0.84375,0.7368421052631579,0.825,0.7058823529411765,0.8518518518518519,0.6086956521739131,0.7982456140350878,0.6875,0.6444444444444445,0.8333333333333334,0.8529411764705882,0.7833333333333333,0.7,0.7666666666666667,2
u161737,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.75,0.5,0.75,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,2
u162578,0.8888888888888888,1.0,0.8,0.75,0.5625,0.4,0.6153846153846154,0.625,0.7586206896551724,0.5,0.6666666666666666,0.8,0.7407407407407407,0.6363636363636364,0.75,0.8333333333333334,0.6428571428571429,0.6363636363636364,0.625,0.6842105263157895,2
u163689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u16377,0.5,0.0,0.6896551724137931,0.5652173913043478,0.6666666666666666,0.5909090909090909,0.4285714285714285,0.4,0.75,0.4814814814814814,0.7142857142857143,0.0,0.6470588235294118,0.6,0.6,1.0,0.6,0.5714285714285714,0.625,0.5833333333333334,2
u164218,0.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.25,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,3
u164342,0.6666666666666666,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.6,1.0,0.8,1.0,0.5,1.0,0.0,0.7142857142857143,1.0,0.5,2
u164984,0.0,0.0,0.4166666666666667,0.0,0.4,0.2,0.6666666666666666,0.0,0.2,0.6666666666666666,0.6,0.0,0.2,0.3333333333333333,0.3333333333333333,0.0,0.4,0.4545454545454545,0.0,0.5,3
u165649,0.7515151515151515,0.8223684210526315,0.7558139534883721,0.8351648351648352,0.7692307692307693,0.7587719298245614,0.8095238095238095,0.7,0.7333333333333333,0.7857142857142857,0.775,0.9,0.8301886792452831,0.6538461538461539,0.8163265306122449,0.8214285714285714,0.8888888888888888,0.8439716312056738,0.6086956521739131,0.7659574468085106,2
u166133,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.2,0.0,0.5,0
u166978,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,1.0,0.6,0.0,0.5,0.3333333333333333,0.0,0.7142857142857143,0.0,0.5,0
u168052,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0
u169720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u171773,0.7741935483870968,0.704225352112676,0.7258064516129032,0.6761904761904762,0.5813953488372093,0.7,0.75,0.3333333333333333,0.7522935779816514,0.74,0.5043478260869565,0.9142857142857144,0.7758620689655172,0.5764705882352941,0.7431192660550459,0.7608695652173914,0.7164179104477612,0.78,0.7142857142857143,0.6904761904761905,2
u172746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1
u173117,1.0,0.0,0.3333333333333333,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0
u174310,0.6666666666666666,1.0,1.0,1.0,0.5,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.2857142857142857,0.5,0.5,2
u174758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
u175636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u175833,0.75,0.7012195121951219,0.6521739130434783,0.4666666666666667,0.6551724137931034,0.6111111111111112,1.0,0.5,0.6065573770491803,0.7142857142857143,0.6090909090909091,0.5,0.4117647058823529,0.6363636363636364,0.6363636363636364,0.5,0.5714285714285714,0.6875,0.3333333333333333,0.8181818181818182,2
u178952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u179079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
u179769,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0
u180030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1
u180109,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6,0.0,1.0,2
u181017,1.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.25,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0
u182659,0.1428571428571428,0.5,0.5,0.0,0.0,0.6666666666666666,0.4444444444444444,0.5,0.0,0.0,0.125,0.0,0.3333333333333333,0.0,0.5,0.7142857142857143,0.0,0.4705882352941176,0.25,0.0,0
u182716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u18356,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
u183718,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.75,0.6,0.0,0.8,0.0,0.5,0.3333333333333333,0.0,0.5555555555555556,0.0,0.25,2
u184016,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0
u184581,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0
u18624,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.6,0.0,0.6,0.4285714285714285,0.6666666666666666,0
u186302,0.75,1.0,0.7272727272727273,0.5,0.8,0.75,0.7037037037037037,0.6923076923076923,0.7307692307692307,0.7894736842105263,0.7222222222222222,1.0,0.8518518518518519,0.6,0.4,0.8,0.8235294117647058,0.7090909090909091,0.8181818181818182,0.6666666666666666,2
u186432,0.8,0.7142857142857143,0.5714285714285714,1.0,0.5,0.75,0.5714285714285714,1.0,0.8,0.75,0.4,1.0,0.8484848484848485,0.8,0.7692307692307693,0.6,0.75,0.6666666666666666,0.8,0.75,2
u187828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1
u188175,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.4,1.0,0.6,0.0,0.0,0.75,0.0,0.4,0.0,0.5,2
u190115,0.7647058823529411,0.6666666666666666,0.7575757575757576,0.7368421052631579,0.7894736842105263,0.6041666666666666,0.6702127659574468,0.7625,0.6818181818181818,0.6896551724137931,0.6909090909090909,1.0,0.7865168539325843,0.6666666666666666,0.8181818181818182,0.7731958762886598,0.8095238095238095,0.7116564417177914,0.75,0.7171717171717171,2
u190341,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u191348,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.0,0.75,0.0,0.5,1.0,0.3333333333333333,0.5,0.75,0.0,1.0,0.5,0.0,0.5,2
u191981,0.3518518518518518,0.3855932203389831,0.31875,0.3115942028985507,0.5294117647058824,0.2834645669291338,0.5033557046979866,0.5061728395061729,0.4129353233830846,0.4516129032258064,0.384,0.5047619047619047,0.5652173913043478,0.1475409836065573,0.4755244755244755,0.5583333333333333,0.375,0.5615942028985508,0.5877192982456141,0.3928571428571428,0
u192324,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0
u192403,0.9090909090909092,0.825,0.8604651162790697,0.7586206896551724,0.7931034482758621,0.8709677419354839,0.8297872340425532,0.9032258064516128,0.803921568627451,0.64,0.8877551020408163,0.9444444444444444,0.9402985074626866,0.6086956521739131,0.8888888888888888,0.8314606741573034,0.6896551724137931,0.9426751592356688,0.86,0.78125,2
u192829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
u19299,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u193072,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.4,0.0,0.0,1
u193238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1
u195146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.8,0.0,0.0,0
u196214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
u198244,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.4285714285714285,1.0,1.0,2
