user_id,dominant_topic,number_of_interactions,correct_number,accuracy
u108728,10,4,1,0.25
u108728,11,1,1,1.0
u108728,12,8,5,0.625
u108728,13,3,3,1.0
u108728,14,6,3,0.5
u108728,17,5,2,0.4
u108728,19,6,4,0.6666666666666666
u109699,0,1,1,1.0
u109699,12,1,1,1.0
u109699,14,2,2,1.0
u109699,17,3,2,0.6666666666666666
u109908,0,2,1,0.5
u109908,1,1,0,0.0
u109908,2,2,0,0.0
u109908,3,2,0,0.0
u109908,4,1,0,0.0
u109908,5,1,1,1.0
u109908,8,2,0,0.0
u109908,9,1,0,0.0
u109908,10,4,2,0.5
u109908,11,1,0,0.0
u109908,12,3,1,0.3333333333333333
u109908,13,1,0,0.0
u109908,14,2,0,0.0
u109908,17,5,1,0.2
u109908,19,2,0,0.0
u11190,0,14,12,0.8571428571428571
u11190,1,5,4,0.8
u11190,2,8,5,0.625
u11190,3,17,12,0.7058823529411765
u11190,4,18,7,0.3888888888888889
u11190,5,19,15,0.7894736842105263
u11190,6,40,24,0.6
u11190,7,21,12,0.5714285714285714
u11190,8,27,14,0.5185185185185185
u11190,9,15,11,0.7333333333333333
u11190,10,21,14,0.6666666666666666
u11190,11,2,2,1.0
u11190,12,55,47,0.8545454545454545
u11190,13,8,4,0.5
u11190,14,24,15,0.625
u11190,15,24,15,0.625
u11190,16,27,16,0.5925925925925926
u11190,17,66,43,0.6515151515151515
u11190,18,35,21,0.6
u11190,19,22,9,0.4090909090909091
u112594,12,1,1,1.0
u112594,14,2,0,0.0
u112594,17,1,0,0.0
u113081,0,2,0,0.0
u113081,1,1,0,0.0
u113081,2,2,0,0.0
u113081,3,2,0,0.0
u113081,4,1,0,0.0
u113081,5,1,0,0.0
u113081,8,2,0,0.0
u113081,9,1,0,0.0
u113081,10,4,2,0.5
u113081,11,1,0,0.0
u113081,12,3,1,0.3333333333333333
u113081,13,1,0,0.0
u113081,14,2,2,1.0
u113081,17,5,3,0.6
u113081,19,2,0,0.0
u113171,0,3,3,1.0
u113171,1,2,2,1.0
u113171,2,10,7,0.7
u113171,3,11,5,0.45454545454545453
u113171,4,7,5,0.7142857142857143
u113171,5,11,8,0.7272727272727273
u113171,6,25,20,0.8
u113171,7,15,10,0.6666666666666666
u113171,8,17,10,0.5882352941176471
u113171,9,11,6,0.5454545454545454
u113171,10,7,4,0.5714285714285714
u113171,11,1,1,1.0
u113171,12,27,17,0.6296296296296297
u113171,13,11,6,0.5454545454545454
u113171,14,6,5,0.8333333333333334
u113171,15,19,18,0.9473684210526315
u113171,16,12,10,0.8333333333333334
u113171,17,50,33,0.66
u113171,18,21,15,0.7142857142857143
u113171,19,12,7,0.5833333333333334
u113725,12,1,1,1.0
u114867,0,2,1,0.5
u114867,1,1,0,0.0
u114867,2,2,1,0.5
u114867,3,2,1,0.5
u114867,4,1,1,1.0
u114867,5,1,1,1.0
u114867,8,2,1,0.5
u114867,9,1,1,1.0
u114867,10,4,2,0.5
u114867,11,1,0,0.0
u114867,12,3,1,0.3333333333333333
u114867,13,1,1,1.0
u114867,14,2,2,1.0
u114867,17,5,2,0.4
u114867,19,2,2,1.0
u115487,0,2,1,0.5
u115487,1,1,1,1.0
u115487,2,2,1,0.5
u115487,3,2,2,1.0
u115487,4,1,0,0.0
u115487,5,1,1,1.0
u115487,8,2,0,0.0
u115487,9,1,0,0.0
u115487,10,4,2,0.5
u115487,11,1,1,1.0
u115487,12,3,1,0.3333333333333333
u115487,13,1,0,0.0
u115487,14,2,0,0.0
u115487,17,5,2,0.4
u115487,19,2,0,0.0
u115754,0,2,0,0.0
u115754,1,1,1,1.0
u115754,2,3,0,0.0
u115754,3,3,0,0.0
u115754,4,1,0,0.0
u115754,5,1,0,0.0
u115754,6,5,4,0.8
u115754,7,1,0,0.0
u115754,8,3,1,0.3333333333333333
u115754,9,3,1,0.3333333333333333
u115754,10,5,1,0.2
u115754,11,1,1,1.0
u115754,12,5,2,0.4
u115754,13,1,0,0.0
u115754,14,2,1,0.5
u115754,15,1,1,1.0
u115754,17,8,2,0.25
u115754,19,4,2,0.5
u115983,12,1,1,1.0
u115983,14,2,0,0.0
u115983,17,1,1,1.0
u116123,0,2,2,1.0
u116123,1,1,1,1.0
u116123,2,3,2,0.6666666666666666
u116123,3,4,3,0.75
u116123,4,1,0,0.0
u116123,5,1,0,0.0
u116123,7,1,1,1.0
u116123,8,2,1,0.5
u116123,9,1,0,0.0
u116123,10,4,2,0.5
u116123,11,1,1,1.0
u116123,12,3,2,0.6666666666666666
u116123,13,2,1,0.5
u116123,14,2,0,0.0
u116123,17,5,2,0.4
u116123,19,2,0,0.0
u116208,0,2,1,0.5
u116208,1,1,0,0.0
u116208,2,4,1,0.25
u116208,3,2,0,0.0
u116208,4,2,0,0.0
u116208,5,2,2,1.0
u116208,7,1,0,0.0
u116208,8,4,1,0.25
u116208,9,1,0,0.0
u116208,10,5,0,0.0
u116208,11,1,0,0.0
u116208,12,3,1,0.3333333333333333
u116208,13,1,0,0.0
u116208,14,3,2,0.6666666666666666
u116208,17,5,1,0.2
u116208,18,1,0,0.0
u116208,19,2,1,0.5
u116955,0,4,1,0.25
u116955,1,1,1,1.0
u116955,2,6,1,0.16666666666666666
u116955,3,2,1,0.5
u116955,4,6,2,0.3333333333333333
u116955,5,3,2,0.6666666666666666
u116955,6,5,2,0.4
u116955,8,10,3,0.3
u116955,9,8,3,0.375
u116955,10,4,0,0.0
u116955,11,1,1,1.0
u116955,12,8,3,0.375
u116955,13,3,1,0.3333333333333333
u116955,14,2,0,0.0
u116955,16,4,0,0.0
u116955,17,9,2,0.2222222222222222
u116955,18,4,0,0.0
u116955,19,6,1,0.16666666666666666
u117409,0,2,0,0.0
u117409,1,1,0,0.0
u117409,2,2,1,0.5
u117409,3,2,0,0.0
u117409,4,1,0,0.0
u117409,5,1,1,1.0
u117409,8,2,0,0.0
u117409,9,1,0,0.0
u117409,10,4,1,0.25
u117409,11,1,1,1.0
u117409,12,3,2,0.6666666666666666
u117409,13,1,0,0.0
u117409,14,2,0,0.0
u117409,17,5,2,0.4
u117409,19,2,0,0.0
u117621,0,61,47,0.7704918032786885
u117621,1,63,48,0.7619047619047619
u117621,2,38,23,0.6052631578947368
u117621,3,47,29,0.6170212765957447
u117621,4,43,27,0.627906976744186
u117621,5,82,57,0.6951219512195121
u117621,6,28,19,0.6785714285714286
u117621,7,10,6,0.6
u117621,8,85,50,0.5882352941176471
u117621,9,48,31,0.6458333333333334
u117621,10,60,42,0.7
u117621,11,20,17,0.85
u117621,12,97,79,0.8144329896907216
u117621,13,38,22,0.5789473684210527
u117621,14,42,32,0.7619047619047619
u117621,15,28,26,0.9285714285714286
u117621,16,36,21,0.5833333333333334
u117621,17,62,52,0.8387096774193549
u117621,18,24,13,0.5416666666666666
u117621,19,55,36,0.6545454545454545
u117898,0,2,1,0.5
u117898,1,1,1,1.0
u117898,2,2,0,0.0
u117898,3,2,1,0.5
u117898,4,1,0,0.0
u117898,5,1,1,1.0
u117898,8,2,1,0.5
u117898,9,1,0,0.0
u117898,10,4,0,0.0
u117898,11,1,0,0.0
u117898,12,3,1,0.3333333333333333
u117898,13,1,0,0.0
u117898,14,2,1,0.5
u117898,17,5,1,0.2
u117898,19,2,0,0.0
u120391,0,2,1,0.5
u120391,1,1,1,1.0
u120391,2,2,1,0.5
u120391,3,2,2,1.0
u120391,4,1,1,1.0
u120391,5,1,1,1.0
u120391,8,2,1,0.5
u120391,9,1,1,1.0
u120391,10,4,0,0.0
u120391,11,1,1,1.0
u120391,12,3,1,0.3333333333333333
u120391,13,1,1,1.0
u120391,14,2,1,0.5
u120391,17,5,3,0.6
u120391,19,2,1,0.5
u120392,0,8,5,0.625
u120392,1,11,8,0.7272727272727273
u120392,2,5,5,1.0
u120392,3,6,5,0.8333333333333334
u120392,4,6,5,0.8333333333333334
u120392,5,8,7,0.875
u120392,6,4,3,0.75
u120392,7,1,1,1.0
u120392,8,20,17,0.85
u120392,9,9,8,0.8888888888888888
u120392,10,9,5,0.5555555555555556
u120392,12,13,10,0.7692307692307693
u120392,13,4,2,0.5
u120392,14,8,6,0.75
u120392,15,7,7,1.0
u120392,16,7,7,1.0
u120392,17,13,11,0.8461538461538461
u120392,18,6,3,0.5
u120392,19,7,6,0.8571428571428571
u121618,0,2,2,1.0
u121618,1,1,1,1.0
u121618,2,2,1,0.5
u121618,3,2,2,1.0
u121618,4,1,0,0.0
u121618,5,1,1,1.0
u121618,8,2,1,0.5
u121618,9,1,0,0.0
u121618,10,4,3,0.75
u121618,11,1,1,1.0
u121618,12,3,1,0.3333333333333333
u121618,13,1,0,0.0
u121618,14,2,0,0.0
u121618,17,5,1,0.2
u121618,19,2,1,0.5
u121817,0,3,2,0.6666666666666666
u121817,1,1,0,0.0
u121817,2,2,1,0.5
u121817,3,2,0,0.0
u121817,4,3,1,0.3333333333333333
u121817,5,3,1,0.3333333333333333
u121817,6,5,2,0.4
u121817,7,1,0,0.0
u121817,8,7,2,0.2857142857142857
u121817,9,2,1,0.5
u121817,10,5,3,0.6
u121817,11,1,0,0.0
u121817,12,5,2,0.4
u121817,13,3,2,0.6666666666666666
u121817,14,2,1,0.5
u121817,15,1,1,1.0
u121817,16,6,5,0.8333333333333334
u121817,17,7,3,0.42857142857142855
u121817,18,2,1,0.5
u121817,19,3,1,0.3333333333333333
u124788,0,4,3,0.75
u124788,1,2,1,0.5
u124788,2,22,13,0.5909090909090909
u124788,3,16,9,0.5625
u124788,4,23,17,0.7391304347826086
u124788,5,13,10,0.7692307692307693
u124788,6,26,16,0.6153846153846154
u124788,7,12,10,0.8333333333333334
u124788,8,39,20,0.5128205128205128
u124788,9,20,14,0.7
u124788,10,11,8,0.7272727272727273
u124788,11,1,1,1.0
u124788,12,30,19,0.6333333333333333
u124788,13,17,11,0.6470588235294118
u124788,14,14,12,0.8571428571428571
u124788,15,14,11,0.7857142857142857
u124788,16,22,16,0.7272727272727273
u124788,17,50,40,0.8
u124788,18,23,20,0.8695652173913043
u124788,19,20,12,0.6
u12617,0,8,4,0.5
u12617,1,7,3,0.42857142857142855
u12617,2,54,37,0.6851851851851852
u12617,3,66,43,0.6515151515151515
u12617,4,50,33,0.66
u12617,5,47,24,0.5106382978723404
u12617,6,92,61,0.6630434782608695
u12617,7,49,37,0.7551020408163265
u12617,8,128,69,0.5390625
u12617,9,56,38,0.6785714285714286
u12617,10,50,39,0.78
u12617,11,1,0,0.0
u12617,12,52,36,0.6923076923076923
u12617,13,57,32,0.5614035087719298
u12617,14,31,18,0.5806451612903226
u12617,15,62,44,0.7096774193548387
u12617,16,66,49,0.7424242424242424
u12617,17,109,84,0.7706422018348624
u12617,18,62,48,0.7741935483870968
u12617,19,88,57,0.6477272727272727
u1271,0,199,167,0.8391959798994975
u1271,1,90,76,0.8444444444444444
u1271,2,38,29,0.7631578947368421
u1271,3,50,38,0.76
u1271,4,24,17,0.7083333333333334
u1271,5,89,75,0.8426966292134831
u1271,6,58,48,0.8275862068965517
u1271,7,13,11,0.8461538461538461
u1271,8,53,37,0.6981132075471698
u1271,9,24,11,0.4583333333333333
u1271,10,145,117,0.8068965517241379
u1271,11,40,37,0.925
u1271,12,127,110,0.8661417322834646
u1271,13,22,14,0.6363636363636364
u1271,14,55,42,0.7636363636363637
u1271,15,120,96,0.8
u1271,16,15,11,0.7333333333333333
u1271,17,193,162,0.8393782383419689
u1271,18,20,13,0.65
u1271,19,35,27,0.7714285714285715
u131825,0,27,18,0.6666666666666666
u131825,1,47,29,0.6170212765957447
u131825,2,107,63,0.5887850467289719
u131825,3,82,56,0.6829268292682927
u131825,4,96,62,0.6458333333333334
u131825,5,129,75,0.5813953488372093
u131825,6,32,23,0.71875
u131825,7,47,23,0.48936170212765956
u131825,8,202,122,0.6039603960396039
u131825,9,94,70,0.7446808510638298
u131825,10,48,27,0.5625
u131825,11,7,6,0.8571428571428571
u131825,12,51,38,0.7450980392156863
u131825,13,77,42,0.5454545454545454
u131825,14,55,35,0.6363636363636364
u131825,15,21,17,0.8095238095238095
u131825,16,112,71,0.6339285714285714
u131825,17,39,29,0.7435897435897436
u131825,18,45,21,0.4666666666666667
u131825,19,159,106,0.6666666666666666
u132350,0,2,1,0.5
u132350,1,1,0,0.0
u132350,2,2,0,0.0
u132350,3,3,0,0.0
u132350,4,1,1,1.0
u132350,5,1,0,0.0
u132350,8,2,1,0.5
u132350,9,1,0,0.0
u132350,10,4,1,0.25
u132350,11,1,1,1.0
u132350,12,3,2,0.6666666666666666
u132350,13,1,0,0.0
u132350,14,2,0,0.0
u132350,17,5,1,0.2
u132350,19,2,0,0.0
u132648,12,1,1,1.0
u132648,14,2,0,0.0
u132648,17,1,1,1.0
u132789,0,2,2,1.0
u132789,1,1,1,1.0
u132789,2,3,0,0.0
u132789,3,3,3,1.0
u132789,4,1,0,0.0
u132789,5,2,1,0.5
u132789,6,1,0,0.0
u132789,8,4,3,0.75
u132789,9,1,0,0.0
u132789,10,4,1,0.25
u132789,11,1,1,1.0
u132789,12,3,1,0.3333333333333333
u132789,13,1,1,1.0
u132789,14,2,0,0.0
u132789,15,1,1,1.0
u132789,17,5,2,0.4
u132789,19,5,1,0.2
u133683,0,2,1,0.5
u133683,1,1,0,0.0
u133683,2,2,1,0.5
u133683,3,2,0,0.0
u133683,4,1,0,0.0
u133683,5,1,0,0.0
u133683,8,2,0,0.0
u133683,9,1,0,0.0
u133683,10,4,0,0.0
u133683,11,1,0,0.0
u133683,12,3,2,0.6666666666666666
u133683,13,1,0,0.0
u133683,14,2,0,0.0
u133683,17,5,2,0.4
u133683,19,2,0,0.0
u1350,0,787,559,0.7102922490470139
u1350,1,325,215,0.6615384615384615
u1350,2,253,174,0.6877470355731226
u1350,3,251,160,0.6374501992031872
u1350,4,329,211,0.6413373860182371
u1350,5,615,376,0.6113821138211382
u1350,6,451,333,0.738359201773836
u1350,7,274,215,0.7846715328467153
u1350,8,537,356,0.6629422718808193
u1350,9,202,144,0.7128712871287128
u1350,10,723,468,0.6473029045643154
u1350,11,184,140,0.7608695652173914
u1350,12,1071,889,0.8300653594771242
u1350,13,253,143,0.5652173913043478
u1350,14,413,328,0.7941888619854721
u1350,15,690,521,0.755072463768116
u1350,16,276,189,0.6847826086956522
u1350,17,1145,869,0.7589519650655022
u1350,18,354,248,0.7005649717514124
u1350,19,334,239,0.7155688622754491
u135309,0,2,2,1.0
u135309,1,1,0,0.0
u135309,2,3,2,0.6666666666666666
u135309,3,5,4,0.8
u135309,4,7,3,0.42857142857142855
u135309,5,1,0,0.0
u135309,6,3,2,0.6666666666666666
u135309,7,1,1,1.0
u135309,8,5,3,0.6
u135309,9,3,2,0.6666666666666666
u135309,10,6,2,0.3333333333333333
u135309,11,1,1,1.0
u135309,12,4,2,0.5
u135309,13,2,1,0.5
u135309,14,2,2,1.0
u135309,15,3,2,0.6666666666666666
u135309,16,1,0,0.0
u135309,17,8,5,0.625
u135309,19,3,2,0.6666666666666666
u135328,12,1,0,0.0
u135328,14,2,0,0.0
u135328,17,1,0,0.0
u136107,12,1,0,0.0
u136107,14,2,0,0.0
u136107,17,1,1,1.0
u136392,3,1,1,1.0
u136392,4,1,0,0.0
u136392,7,1,1,1.0
u136392,8,1,1,1.0
u136392,10,1,1,1.0
u136392,14,1,1,1.0
u136392,17,1,0,0.0
u136909,12,1,0,0.0
u136909,14,2,0,0.0
u136909,17,1,0,0.0
u138204,12,1,1,1.0
u138204,14,2,1,0.5
u138204,17,1,1,1.0
u139713,0,1,0,0.0
u139713,12,1,0,0.0
u139713,14,2,0,0.0
u139713,17,3,0,0.0
u140116,12,1,0,0.0
u140116,14,1,0,0.0
u140337,0,2,2,1.0
u140337,1,1,1,1.0
u140337,2,2,2,1.0
u140337,3,2,2,1.0
u140337,4,1,1,1.0
u140337,5,1,1,1.0
u140337,8,2,1,0.5
u140337,9,1,0,0.0
u140337,10,4,3,0.75
u140337,11,1,1,1.0
u140337,12,3,2,0.6666666666666666
u140337,13,1,0,0.0
u140337,14,2,1,0.5
u140337,17,5,3,0.6
u140337,19,2,0,0.0
u140463,0,1,0,0.0
u140463,3,1,1,1.0
u140463,4,1,1,1.0
u140463,6,1,1,1.0
u140463,8,1,0,0.0
u140463,10,2,0,0.0
u140463,12,3,1,0.3333333333333333
u140463,13,2,2,1.0
u140463,14,2,0,0.0
u140463,16,2,1,0.5
u140463,17,5,2,0.4
u140463,19,2,2,1.0
u141784,12,1,0,0.0
u141784,14,1,1,1.0
u142648,0,1,1,1.0
u142648,12,1,1,1.0
u142648,14,2,1,0.5
u142648,17,3,1,0.3333333333333333
u143508,0,5,3,0.6
u143508,1,4,3,0.75
u143508,2,15,9,0.6
u143508,3,20,12,0.6
u143508,4,23,16,0.6956521739130435
u143508,5,18,9,0.5
u143508,6,12,11,0.9166666666666666
u143508,7,8,7,0.875
u143508,8,26,15,0.5769230769230769
u143508,9,15,11,0.7333333333333333
u143508,10,11,6,0.5454545454545454
u143508,11,1,1,1.0
u143508,12,25,19,0.76
u143508,13,17,9,0.5294117647058824
u143508,14,8,4,0.5
u143508,15,11,8,0.7272727272727273
u143508,16,19,14,0.7368421052631579
u143508,17,33,25,0.7575757575757576
u143508,18,11,9,0.8181818181818182
u143508,19,33,22,0.6666666666666666
u143603,0,10,7,0.7
u143603,1,4,4,1.0
u143603,2,9,5,0.5555555555555556
u143603,3,13,6,0.46153846153846156
u143603,4,10,8,0.8
u143603,5,10,6,0.6
u143603,6,5,3,0.6
u143603,7,3,2,0.6666666666666666
u143603,8,22,14,0.6363636363636364
u143603,9,10,9,0.9
u143603,10,8,3,0.375
u143603,11,6,5,0.8333333333333334
u143603,12,33,29,0.8787878787878788
u143603,13,4,2,0.5
u143603,14,11,6,0.5454545454545454
u143603,15,8,6,0.75
u143603,16,8,7,0.875
u143603,17,14,7,0.5
u143603,18,3,0,0.0
u143603,19,13,10,0.7692307692307693
u144840,0,4,4,1.0
u144840,1,18,15,0.8333333333333334
u144840,2,5,4,0.8
u144840,3,4,4,1.0
u144840,4,9,5,0.5555555555555556
u144840,5,8,5,0.625
u144840,6,2,2,1.0
u144840,8,13,9,0.6923076923076923
u144840,9,6,4,0.6666666666666666
u144840,10,10,7,0.7
u144840,11,1,1,1.0
u144840,12,12,8,0.6666666666666666
u144840,13,8,5,0.625
u144840,14,4,3,0.75
u144840,16,3,3,1.0
u144840,17,8,5,0.625
u144840,19,6,3,0.5
u146245,0,2,1,0.5
u146245,1,1,0,0.0
u146245,2,2,1,0.5
u146245,3,2,0,0.0
u146245,4,1,0,0.0
u146245,5,1,0,0.0
u146245,8,2,2,1.0
u146245,9,1,0,0.0
u146245,10,4,0,0.0
u146245,11,1,1,1.0
u146245,12,3,1,0.3333333333333333
u146245,13,1,0,0.0
u146245,14,2,1,0.5
u146245,17,5,0,0.0
u146245,19,2,0,0.0
u147391,12,1,1,1.0
u147391,14,2,2,1.0
u147391,17,1,1,1.0
u147874,0,2,1,0.5
u147874,1,1,1,1.0
u147874,2,2,0,0.0
u147874,3,2,2,1.0
u147874,4,1,1,1.0
u147874,5,1,0,0.0
u147874,8,2,0,0.0
u147874,9,1,0,0.0
u147874,10,4,1,0.25
u147874,11,1,1,1.0
u147874,12,3,0,0.0
u147874,13,1,0,0.0
u147874,14,2,1,0.5
u147874,17,5,3,0.6
u147874,19,2,1,0.5
u148368,12,1,0,0.0
u148368,14,2,1,0.5
u148733,0,1,0,0.0
u148733,12,1,1,1.0
u148733,14,2,1,0.5
u148733,17,3,1,0.3333333333333333
u149203,0,2,2,1.0
u149203,1,1,1,1.0
u149203,2,2,1,0.5
u149203,3,2,1,0.5
u149203,4,1,0,0.0
u149203,5,1,0,0.0
u149203,6,1,1,1.0
u149203,7,2,2,1.0
u149203,8,3,1,0.3333333333333333
u149203,9,1,0,0.0
u149203,10,5,4,0.8
u149203,11,1,1,1.0
u149203,12,7,5,0.7142857142857143
u149203,13,2,1,0.5
u149203,14,4,3,0.75
u149203,15,2,2,1.0
u149203,16,2,1,0.5
u149203,17,5,2,0.4
u149203,18,1,0,0.0
u149203,19,5,2,0.4
u150162,0,1,1,1.0
u150162,12,2,0,0.0
u150162,14,2,1,0.5
u150162,17,5,3,0.6
u150307,0,4,3,0.75
u150307,1,1,1,1.0
u150307,2,12,9,0.75
u150307,3,13,11,0.8461538461538461
u150307,4,17,14,0.8235294117647058
u150307,5,16,9,0.5625
u150307,6,27,22,0.8148148148148148
u150307,7,17,14,0.8235294117647058
u150307,8,39,26,0.6666666666666666
u150307,9,19,15,0.7894736842105263
u150307,10,20,17,0.85
u150307,11,1,1,1.0
u150307,12,22,21,0.9545454545454546
u150307,13,10,8,0.8
u150307,14,11,9,0.8181818181818182
u150307,15,26,25,0.9615384615384616
u150307,16,19,13,0.6842105263157895
u150307,17,49,41,0.8367346938775511
u150307,18,34,29,0.8529411764705882
u150307,19,23,15,0.6521739130434783
u150308,0,9,5,0.5555555555555556
u150308,1,5,1,0.2
u150308,2,33,22,0.6666666666666666
u150308,3,49,32,0.6530612244897959
u150308,4,40,31,0.775
u150308,5,42,26,0.6190476190476191
u150308,6,18,11,0.6111111111111112
u150308,7,19,15,0.7894736842105263
u150308,8,78,52,0.6666666666666666
u150308,9,35,20,0.5714285714285714
u150308,10,12,6,0.5
u150308,11,1,1,1.0
u150308,12,27,17,0.6296296296296297
u150308,13,32,17,0.53125
u150308,14,27,15,0.5555555555555556
u150308,15,7,7,1.0
u150308,16,42,34,0.8095238095238095
u150308,17,23,15,0.6521739130434783
u150308,18,10,8,0.8
u150308,19,56,33,0.5892857142857143
u151285,12,1,1,1.0
u151285,14,2,1,0.5
u151285,17,1,0,0.0
u15163,0,44,35,0.7954545454545454
u15163,1,18,13,0.7222222222222222
u15163,2,69,52,0.7536231884057971
u15163,3,162,106,0.654320987654321
u15163,4,151,120,0.7947019867549668
u15163,5,433,321,0.7413394919168591
u15163,6,271,198,0.7306273062730627
u15163,7,233,179,0.7682403433476395
u15163,8,447,335,0.7494407158836689
u15163,9,133,103,0.7744360902255639
u15163,10,128,94,0.734375
u15163,11,6,4,0.6666666666666666
u15163,12,238,191,0.8025210084033614
u15163,13,271,215,0.7933579335793358
u15163,14,83,58,0.6987951807228916
u15163,15,229,167,0.7292576419213974
u15163,16,140,112,0.8
u15163,17,436,348,0.7981651376146789
u15163,18,273,204,0.7472527472527473
u15163,19,241,171,0.7095435684647303
u15170,3,1,0,0.0
u15170,5,1,1,1.0
u15170,7,1,1,1.0
u15170,8,2,0,0.0
u15170,13,1,0,0.0
u15170,15,1,1,1.0
u152315,0,2,1,0.5
u152315,1,1,1,1.0
u152315,2,3,0,0.0
u152315,3,3,1,0.3333333333333333
u152315,4,2,0,0.0
u152315,5,4,0,0.0
u152315,6,2,1,0.5
u152315,8,3,1,0.3333333333333333
u152315,9,4,0,0.0
u152315,10,5,2,0.4
u152315,11,1,1,1.0
u152315,12,7,4,0.5714285714285714
u152315,13,1,0,0.0
u152315,14,2,1,0.5
u152315,15,4,2,0.5
u152315,16,6,2,0.3333333333333333
u152315,17,9,3,0.3333333333333333
u152315,18,1,1,1.0
u152315,19,4,1,0.25
u153068,0,2,1,0.5
u153068,1,1,0,0.0
u153068,2,2,1,0.5
u153068,3,2,0,0.0
u153068,4,1,0,0.0
u153068,5,1,0,0.0
u153068,8,2,0,0.0
u153068,9,1,0,0.0
u153068,10,4,1,0.25
u153068,11,1,0,0.0
u153068,12,3,1,0.3333333333333333
u153068,13,1,1,1.0
u153068,14,2,0,0.0
u153068,17,5,2,0.4
u153068,19,2,1,0.5
u153926,2,2,1,0.5
u153926,4,1,0,0.0
u153926,8,2,2,1.0
u153926,12,2,1,0.5
u153926,14,1,0,0.0
u153926,16,2,1,0.5
u153926,19,2,1,0.5
u154031,0,63,42,0.6666666666666666
u154031,1,24,14,0.5833333333333334
u154031,2,16,10,0.625
u154031,3,17,7,0.4117647058823529
u154031,4,18,10,0.5555555555555556
u154031,5,22,11,0.5
u154031,6,42,26,0.6190476190476191
u154031,7,21,16,0.7619047619047619
u154031,8,29,21,0.7241379310344828
u154031,9,20,10,0.5
u154031,10,56,23,0.4107142857142857
u154031,11,22,13,0.5909090909090909
u154031,12,121,91,0.7520661157024794
u154031,13,11,7,0.6363636363636364
u154031,14,42,25,0.5952380952380952
u154031,15,42,29,0.6904761904761905
u154031,16,11,10,0.9090909090909091
u154031,17,99,59,0.5959595959595959
u154031,18,37,25,0.6756756756756757
u154031,19,25,13,0.52
u154170,0,3,3,1.0
u154170,1,1,1,1.0
u154170,2,3,2,0.6666666666666666
u154170,3,1,1,1.0
u154170,4,1,0,0.0
u154170,5,2,2,1.0
u154170,8,1,0,0.0
u154170,9,1,1,1.0
u154170,10,4,4,1.0
u154170,11,1,1,1.0
u154170,12,3,3,1.0
u154170,14,2,2,1.0
u154170,17,5,5,1.0
u154170,19,2,2,1.0
u154598,0,3,0,0.0
u154598,1,1,0,0.0
u154598,2,3,1,0.3333333333333333
